id,"title","authors","venue","year"
12969,"data model for extensible support of explicit relationships in design databases","j peckham , b mackellar , m doherty","the vldb journal the international journal on very large & hellip ; ,","1995.0"
12970,"parlay x web services","h lofthouse , mj yates , r stretch","bt technology journal ,","2004.0"
12971,"exercise for osteoarthritis of the hip or knee","m fransen , s mcconnell , m bell","cochrane database syst rev ,","2003.0"
12972,"survey of applications integrating constraint satisfaction and case-based reasoning","mh sqalli , l purvis , ec freuder","",""
12973,"know my network : expertise in intrusion detection","jr goodall , wg lutters , ai komlodi","proc . acm cscw ,",""
12974,"integrated placement/routing in sliced layouts","aa szepieniec","proceedings of the 23rd acm/ieee conference on design & hellip ; ,","1986.0"
12975,"surfing wavelets on streams : one-pass summaries for approximate aggregate queries","ac gilbert , y kotidis , s muthukrishnan , m strauss","vldb ,","2001.0"
12976,"views of nature : the environment , values , and literature .","r lutts","new directions for teaching and learning ,","1989.0"
12977,"generation of views of tv content using tv viewers̢ ?? perspectives expressed in live chats on the","h miyamori , s nakamura , k tanaka","proceedings of the 13th annual acm international conference & hellip ; ,","2005.0"
12978,"bhavani thuraisingham the mitre corporation , burlington road , bedford , ma","t r & d","sigmod record ,","1992.0"
12979,"supl :) orting transaction time in the relational algebra","e mckenzie , r snodgrass","proceedings of the a cm sigmod international conference on & hellip ; ,",""
12980,"ogneupory","ii vishnevskii , ld smirnova","no . i ,",""
12981,"duration neglect in retrospective evaluations of affective episodes","bl fredrickson , d kahneman","journal of personality and social psychology ,","1993.0"
12982,"braking performance simulation for a tractor-semitrailer vehicle with an air brake system","mw suh , yk park , sj kwon","proceedings of the i mech e part d journal of automobile & hellip ; ,","2002.0"
12983,"new directions for mentoring : an organizational development perspective","ma wunsch","new directions for teaching and learning ,","1994.0"
12984,"andm . wolf ( 1998 ) ̢ ?? inferenceforthemeanintheheavy-tailedcase , ̢ ??","jp romano","technical report , department of statistics , stanford",""
12985,"query previews for networked information systems : a case study with nasa environmental data","q previews","",""
12986,"mining compressed frequent-pattern sets","d xin , j han , x yan , h cheng","",""
12987,"options in physical database design","g graefe","sigmod record ,","1993.0"
12988,"the long haul : an autobiography","m horton","","1990.0"
12989,"an optimisation scheme for coalesce/valid time selection operator sequences","c vassilakis","sigmod record ,","2000.0"
12990,"probabilistic information theory","f jelinek","new",""
12991,"confidence sets for a shift parameter derived from fisher̢ ?? s two-sample permutation test .","p switzer","","1974.0"
12992,"trusted components for the software industry","b meyer , c mingins , h schmidt","ieee computer ,",""
12993,"the past is the past -- or is it ? the use of retrospective accounts as indicators of past strategy","br golden","the academy of management journal ,","1992.0"
12994,"the jobs evaluation : working paper 96.2 : monthly participation findings in the columbus jobs","j weissman , g hamilton","","1996.0"
12995,"from actuarial to financial valuation principle","m schweizer","proc . 7th afir colloq . and 28th astin colloq. , cairns , joint & hellip ; ,",""
12996,"a subdivision scheme for smooth interpolation of quad-mesh data","lp kobbelt","procs of",""
12997,"neoral absorption profiling : an evolution in effectiveness","p belitsky , ga levy , a johnston","transplantation proceedings ,","2000.0"
12998,"risk reductions in metastatic breast cancer : multivariate poisson regression analyses of oral and iv","jj body , j kanis , i diel , b bergstrom","proc asco ,",""
12999,"pose and illumination compensation for 3d face recognition","s malassiotis , mg strintzis","",""
13000,"compiling scientific programs using partial evaluation","a berlin , d weise","ieee computer ,",""
13001,"running microsoft frontpage 2000","j buyens","","1999.0"
13002,"blind extraction of stochastic and deterministic signals by neural network approach","tp chen , r chen","proc . of 28th asilomar conference on signals , systems and & hellip ; ,",""
13003,"consumer commission ( accc ) 2003","a competition","report to",""
13004,"editorial","s garrett , d sheat","bt technology journal ,","2002.0"
13005,"bigsur : a system for the management of earth science data","m stonebraker , p brown","proceedings of the international conference on very large & hellip ; ,","1995.0"
13006,"daniel gruhl , spiros , papadimitriou","r agrawal , rj bayardo jr","computer networks ,",""
13007,"maintenance of views","o shmueli , a itai","proceedings of the 1984 acm sigmod international conference & hellip ; ,","1984.0"
13008,"creating an energized workplace","b nelson","leader to leader ,",""
13009,"p-integral bases of a quartic field defined by a trinomial","s alaca","submitted for",""
13010,"ubinet : the ubiquitous internet will be wireless","t lewis","",""
13011,"analysis of link cost functions for pnni routing","a magi , a szentesi , b szviatovszki","computer networks ,","2000.0"
13012,"shostak 's congruence closure as completion","d kapur","lecture notes in computer science ,","1997.0"
13013,"ein morphologisches multiskalenverfahren zur segmentierung medizinischer bilder","c thies , v metzler , t lehmann , t aach","procs bvm ,",""
13014,"foundation of logic programming","jw lloyd","","1987.0"
13015,"an adaptive distributed airborne tracking system","r clark , ed jensen , a kanevsky , j maurer , p","lecture notes in computer science ,","1999.0"
13016,"independent slip systems in crystals","gw groves , a kelly","phil . mag ,",""
13017,"public and private management of wastewater treatment : a comparative study","lj o'toole jr","new directions for program evaluation ,","1991.0"
13018,"optimization of join operations in horizontally partitioned database systems","a segev","acm transactions on database systems ,","1986.0"
13019,"the area-time complexity of binary multiplication","rp brent , ht kung","journal of the acm ( jacm ) ,","1981.0"
13020,"kafka and phenomenology : josef k. 's search for information","cn pondrom","wisconsin studies in contemporary literature ,","1967.0"
13021,"design of a multi-sender 3d videoconferencing application over an end system multicast protocol","m hosseini , nd georganas","proceedings of the eleventh acm international conference on & hellip ; ,","2003.0"
13022,"crowns , suckers and slips of smooth cayenne pineapples infested with diaspis bromeliae were","i australia","fumigation",""
13023,"acoustic indicators of topic segmentation","j hirschberg , c nakatani","",""
13024,"in search of software maintenance productivity and quality : does software complexity matter ?","rd banker , sa slaughter","proceedings of the international conference on information & hellip ; ,","1994.0"
13025,"database management systems : relational , object-relational , and object-oriented data models","ood models","",""
13026,"who opts out of state antitakeover protection ? : the case of pennsylvania 's sb 1310","s wahal","",""
13027,"disaster and development","fc cuny","",""
13028,"the nucleus : panel discussion","b donn","study of comets , proceedings of iau colloq . 25 , held in & hellip ; ,","1976.0"
13029,"experimental investigation of turbulent oscillatory boundary layers","bl jensen","","1988.0"
13030,"combining simulative and metaphor-based reasoning about beliefs","ja barnden , s helmreich , e iverson , gc stein","",""
13031,"assessment instrument training","b bogue","","1999.0"
13032,"using financial incentives to manage the solid waste stream","cj spindler","new directions for program evaluation ,","1991.0"
13033,"an adaptable service connector model","l gang , h yanbo , z zhuofeng , w jianwu , rm wagner","proceedings of",""
13034,"gulf general atomic","le kovar","san diego ,",""
13035,"understanding attitudes and predicting behavior","i ajzen , m fishbein","new york ,",""
13036,"semantic database models and their poetential for capturing imprecision","e rundensteiner , l bic","conf . on management of data ,",""
13037,"object-relational database systems : principles , products , and challenges","mj carey , nm mattos , ak nori","sigmod record ,","1997.0"
13038,"our family museum : a collection of family history notes , ( personal home page ) , ''","jn churchyard","",""
13039,"principles of quality costs . ( 3 rded . ) milwaukee , wisconsin : asq quality press","j campanella","","1999.0"
13040,"metalloporphyrins for treatment of unconjugated hyperbilirubinemia in neonates","g suresh , cl martin , r soll","cochrane database syst rev ,","2003.0"
13041,"hancock . 3dsurface topography from intensity images","p worthingtonande","procs . international conference on computer vision ,",""
13042,"recovering motion fields : an evaluation of eight optical flow algorithms","b galvin , b mccane , k novins , d mason , s mills","",""
13043,"a p-complete problem and approximations to it","rj anderson , e mayr","technical report , stanford university ,",""
13044,"international student affairs","m wood , p kia","new directions for higher education ,","2000.0"
13045,"the varieties of religious experience","w james","",""
13046,"the long-range shelling of paris and physical chemistry problems of extremely long-range firing","a stettbacher","& hellip ; at the physics society , zurich , switzerland , 8 may 1919 & hellip ; ,","1986.0"
13047,"exploiting the block structure of theweb for computing pagerank","sd kamvar , th haveliwala , cd manning , gh golub","technical report , stanford university , march 2003 . submitted on",""
