id,title,authors,venue,year
1585,using schema matching to simplify heterogeneous data translation,"t milo , s zohar",vldb,1998
1586,efendi : federated database system of cadlab,"e radeke , r bіttger , b burkert , y engel , g kachel , s kolmschlag , d nolte",sigmod conference,1995
1587,nearest neighbor queries,"n roussopoulos , s kelley , f vincent",sigmod conference,1995
1588,on optimal node splitting for r-trees,"y garcэa , m lopez , s leutenegger",vldb,1998
1589,r-tree based indexing of now-relative bitemporal data,"r bliujute , c jensen , s saltenis , g slivinskas",vldb,1998
1590,topological relations in the world of minimum bounding rectangles : a study with r-trees,"d papadias , y theodoridis , t sellis , m egenhofer",sigmod conference,1995
1591,towards an effective calculus for object query languages,"l fegaras , d maier",sigmod conference,1995
1592,optimal histograms with quality guarantees,"h jagadish , n koudas , s muthukrishnan , v poosala , k sevcik , t suel",vldb,1998
1593,ofl : a functional execution model for object query languages,"g gardarin , f machuca , p pucheral",sigmod conference,1995
1594,incremental clustering for mining in a data warehousing environment,"m ester , h kriegel , j sander , m wimmer , x xu",vldb,1998
1595,inferring function semantics to optimize queries,"m cherniack , s zdonik",vldb,1998
1596,oodb indexing by class-division,"s ramaswamy , p kanellakis",sigmod conference,1995
1597,the handwritten trie : indexing electronic ink,"w aref , d barbarс , p vallabhaneni",sigmod conference,1995
1598,"topaz : a cost-based , rule-driven , multi-phase parallelizer","c nippl , b mitschang",vldb,1998
1599,improving adaptable similarity query processing by using approximations,"m ankerst , b braunmќller , h kriegel , t seidl",vldb,1998
1600,parallel evaluation of multi-join queries,"a wilschut , j flokstra , p apers",sigmod conference,1995
1601,mindreader : querying databases through multiple examples,"y ishikawa , r subramanya , c faloutsos",vldb,1998
1602,the merge/purge problem for large databases,"m hernсndez , s stolfo",sigmod conference,1995
1603,semantic assumptions and query evaluation in temporal databases,"c bettini , x wang , e bertino , s jajodia",sigmod conference,1995
1604,"what do those weird xml types want , anyway ?",s derose,vldb,1999
1605,online dynamic reordering for interactive data processing,"v raman , b raman , j hellerstein",vldb,1999
1606,implementing crash recovery in quickstore : a performance study,"s white , d dewitt",sigmod conference,1995
1607,hyper-programming in java,"e zirintsis , g kirby , r morrison",vldb,1999
1608,reducing multidatabase query response time by tree balancing,"w du , m shan , u dayal",sigmod conference,1995
1609,"industrial panel on data warehousing technologies : experiences , challenges , and directions",u dayal,vldb,1999
1610,temporal conditions and integrity constraints in active database systems,"a sistla , o wolfson",sigmod conference,1995
1611,"pm3 : an orthogonal persistent systems programming language - design , implementation , performance","a hosking , j chen",vldb,1999
1612,view maintenance in a warehousing environment,"y zhuge , h garcia-molina , j hammer , j widom",sigmod conference,1995
1613,implementation of sql3 structured types with inheritance and value substitutability,"y fuh , s deпloch , w chen , n mattos , b tran , b lindsay , l demichel , s rielau , d mannhaupt",vldb,1999
1614,hypergraph based reorderings of outer join queries with complex predicates,"g bhargava , p goel , b iyer",sigmod conference,1995
1615,the spiffi scalable video-on-demand system,"c freedman , d dewitt",sigmod conference,1995
1616,implementation of two semantic query optimization techniques in db2 universal database,"q cheng , j gryz , f koo , t leung , l liu , x qian , k schiefer",vldb,1999
1617,optimization of run-time management of data intensive web-sites,"d florescu , a levy , d suciu , k yagoub",vldb,1999
1618,incremental maintenance of views with duplicates,"t griffin , l libkin",sigmod conference,1995
1619,join queries with external text sources : execution and optimization techniques,"s chaudhuri , u dayal , t yan",sigmod conference,1995
1620,determining text databases to search in the internet,"w meng , k liu , c yu , x wang , y chang , n rishe",vldb,1998
1621,an online video placement policy based on bandwith to space ratio ( bsr ),"a dan , d sitaram",sigmod conference,1995
1622,atomicity versus anonymity : distributed transactions for electronic commerce,j tygar,vldb,1998
1623,diag-join : an opportunistic join algorithm for 1 : n relationships,"s helmer , t westmann , g moerkotte",vldb,1998
1624,upsizing from file server to clent server architectures,t team,sigmod conference,1995
1625,"object-oriented , rapid application development in a pc database environment",f team,sigmod conference,1995
1626,hash joins and hash teams in microsoft sql server,"g graefe , r bunker , s cooper",vldb,1998
1627,the data that you wo n't find in databases : tutorial panel on data exchange formats,"p buneman , d maier",sigmod conference,1995
1628,spatio-temporal retrieval with rasdaman,"p baumann , a dehmel , p furtado , r ritsch , n widmann",vldb,1999
1629,using the calanda time series management system,"w dreyer , a dittrich , d schmidt",sigmod conference,1995
1630,xml repository and active views demonstration,"s abiteboul , v aguilera , s ailleret , b amann , s cluet , b hills , f hubert , j mamou , a marian , l mignet , t milo , c santos , b tessier , a vercoustre",vldb,1999
1631,the lotus notes storage system,k moore,sigmod conference,1995
1632,the mirror mmdbms architecture,"a vries , m doorn , h blanken , p apers",vldb,1999
1633,keynote address,,,1995
1634,miro web : integrating multiple data sources through semistructured data types,"l bouganim , t chan-sine-ying , t dang-ngoc , j darroux , g gardarin , f sha",vldb,1999
1635,parallel database systems 101,j gray,sigmod conference,1995
1636,clustering categorical data : an approach based on dynamical systems,"d gibson , j kleinberg , p raghavan",vldb,1998
1637,keynote address,,,1995
1638,things every update replication customer should know,r golding,sigmod conference,1995
1639,fast high-dimensional data search in incomplete databases,"b ooi , c goh , k tan",vldb,1998
1640,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,1998
1641,versant replication : supporting fault-tolerant object databases,"y shyy , h au-yeung , c chou",sigmod conference,1995
1642,research and products : are they relevant to each other ? ( panel ),h edelstein,sigmod conference,1995
1643,algorithms for mining distance-based outliers in large datasets,"e knorr , r ng",vldb,1998
1644,real world requirements for decision support - implications for rdbms,s bansal,sigmod conference,1995
1645,design and analysis of parametric query optimization algorithms,s ganguly,vldb,1998
1646,filtering with approximate predicates,"n shivakumar , h garcia-molina , c chekuri",vldb,1998
1647,`` one size fits all '' database architectures do not work for dds,c french,sigmod conference,1995
1648,binding propagation in disjunctive databases,s greco,vldb,1998
1649,leveraging the information asset,j perna,sigmod conference,1995
1650,use of a component architecture in integrating relational and non-relational storage systems,r atkinson,sigmod conference,1995
1651,computing iceberg queries efficiently,"m fang , n shivakumar , h garcia-molina , r motwani , j ullman",vldb,1998
1652,bulk-loading techniques for object databases and an application to relational data,"s amer-yahia , s cluet , c delobel",vldb,1998
1653,informix online xps,r gerber,sigmod conference,1995
1654,order-of-magnitude advantage of tpc-c though massive parallelism,c levine,sigmod conference,1995
1655,algorithms for querying by spatial structure,"d papadias , n mamoulis , v delis",vldb,1998
1656,a raster approximation for processing of spatial joins,"g zimbrao , j souza",vldb,1998
1657,objects and sql : strange relations ? panel,d deutsch,sigmod conference,1995
1658,bank of america case study : the information currency advantage,"f cariёo , m jahnke",vldb,1998
1659,indexing multimedia databases ( tutorial ),,,1995
1660,an asynchronous avoidance-based cache consistency algorithm for client caching dbmss,"m жzsu , k voruganti , r unrau",vldb,1998
1661,an overview of the emerging third-generation sql standard ( tutorial ),,,1995
1662,"workflow automation : applications , technology , and research ( tutorial )",,,1995
1663,"design , implementation , and performance of the lham log-structured history data access method","p muth , p o'neil , a pick , g weikum",vldb,1998
1664,integration approaches for cim,,,1995
1665,expiring data in a warehouse,"h garcia-molina , w labio , j yang",vldb,1998
1666,storage technology : raid and beyond,,,1995
1667,buffering and read-ahead strategies for external mergesort,"w zhang , p larson",vldb,1998
1668,an efficient cost-driven index selection tool for microsoft sql server,"s chaudhuri , v narasayya",vldb,1997
1669,the samos active dbms prototype,"s gatziu , a geppert , k dittrich",sigmod conference,1995
1670,design and implementation of advanced knowledge processing in the kdms krisys ( demonstration description ),"j thomas , s deпloch , n mattos",sigmod conference,1995
1671,algorithms for materialized view design in data warehousing environment,"j yang , k karlapalem , q li",vldb,1997
1672,data warehouse configuration,"d theodoratos , t sellis",vldb,1997
1673,infoharness : a system for search and retrieval of heterogeneous information,"l shklar , a sheth , v kashyap , s thatte",sigmod conference,1995
1674,fast computation of sparse datacubes,"k ross , d srivastava",vldb,1997
1675,qbi : query by icons,"a massari , s pavani , l saladini , p chrysanthis",sigmod conference,1995
1676,1-safe algorithms for symmetric site configurations,"r humborstad , m sabaratnam , s hvasshovd , и torbjјrnsen",vldb,1997
1677,the reach active oodbms,"a buchmann , a deutsch , j zimmermann , m higa",sigmod conference,1995
